,params,tp,fp,tn,fn,incorrect_preds,precision,recall,f1
1122,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'splitter': 'best'}",3,3,15,3,"{'eo': 'fn', 'af': 'fp', 'ia': 'fn', 'tl': 'fp', 'es': 'fp', 'avk': 'fn'}",0.5,0.5,0.5
1123,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'splitter': 'random'}",3,9,9,3,"{'eo': 'fn', 'nl': 'fp', 'fr': 'fp', 'af': 'fp', 'vi': 'fp', 'oc': 'fp', 'en': 'fp', 'ia': 'fn', 'da': 'fp', 'id': 'fp', 'tl': 'fp', 'avk': 'fn'}",0.25,0.5,0.3333333333333333
1124,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 7, 'splitter': 'best'}",5,4,14,1,"{'eo': 'fn', 'nl': 'fp', 'af': 'fp', 'tl': 'fp', 'es': 'fp'}",0.5555555555555556,0.8333333333333334,0.6666666666666667
1125,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 7, 'splitter': 'random'}",3,9,9,3,"{'eo': 'fn', 'nl': 'fp', 'fr': 'fp', 'af': 'fp', 'vi': 'fp', 'oc': 'fp', 'en': 'fp', 'ia': 'fn', 'da': 'fp', 'id': 'fp', 'tl': 'fp', 'avk': 'fn'}",0.25,0.5,0.3333333333333333
1126,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'splitter': 'best'}",5,4,14,1,"{'eo': 'fn', 'nl': 'fp', 'af': 'fp', 'tl': 'fp', 'es': 'fp'}",0.5555555555555556,0.8333333333333334,0.6666666666666667
1127,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'splitter': 'random'}",3,9,9,3,"{'eo': 'fn', 'nl': 'fp', 'fr': 'fp', 'af': 'fp', 'vi': 'fp', 'oc': 'fp', 'en': 'fp', 'ia': 'fn', 'da': 'fp', 'id': 'fp', 'tl': 'fp', 'avk': 'fn'}",0.25,0.5,0.3333333333333333
1128,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'splitter': 'best'}",2,4,14,4,"{'eo': 'fn', 'nl': 'fp', 'af': 'fp', 'ia': 'fn', 'lfn': 'fn', 'tl': 'fp', 'es': 'fp', 'avk': 'fn'}",0.3333333333333333,0.3333333333333333,0.3333333333333333
1129,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'splitter': 'random'}",3,9,9,3,"{'eo': 'fn', 'nl': 'fp', 'fr': 'fp', 'af': 'fp', 'vi': 'fp', 'oc': 'fp', 'en': 'fp', 'ia': 'fn', 'da': 'fp', 'id': 'fp', 'tl': 'fp', 'avk': 'fn'}",0.25,0.5,0.3333333333333333
1130,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'splitter': 'best'}",3,4,14,3,"{'eo': 'fn', 'nl': 'fp', 'af': 'fp', 'ia': 'fn', 'tl': 'fp', 'es': 'fp', 'avk': 'fn'}",0.42857142857142855,0.5,0.4615384615384615
1131,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'splitter': 'random'}",3,9,9,3,"{'eo': 'fn', 'nl': 'fp', 'fr': 'fp', 'af': 'fp', 'vi': 'fp', 'oc': 'fp', 'en': 'fp', 'ia': 'fn', 'da': 'fp', 'id': 'fp', 'tl': 'fp', 'avk': 'fn'}",0.25,0.5,0.3333333333333333
1132,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 7, 'splitter': 'best'}",5,4,14,1,"{'eo': 'fn', 'nl': 'fp', 'af': 'fp', 'tl': 'fp', 'es': 'fp'}",0.5555555555555556,0.8333333333333334,0.6666666666666667
1133,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 7, 'splitter': 'random'}",3,9,9,3,"{'eo': 'fn', 'nl': 'fp', 'fr': 'fp', 'af': 'fp', 'vi': 'fp', 'oc': 'fp', 'en': 'fp', 'ia': 'fn', 'da': 'fp', 'id': 'fp', 'tl': 'fp', 'avk': 'fn'}",0.25,0.5,0.3333333333333333
1134,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 10, 'splitter': 'best'}",5,4,14,1,"{'eo': 'fn', 'nl': 'fp', 'af': 'fp', 'tl': 'fp', 'es': 'fp'}",0.5555555555555556,0.8333333333333334,0.6666666666666667
1135,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 10, 'splitter': 'random'}",3,9,9,3,"{'eo': 'fn', 'nl': 'fp', 'fr': 'fp', 'af': 'fp', 'vi': 'fp', 'oc': 'fp', 'en': 'fp', 'ia': 'fn', 'da': 'fp', 'id': 'fp', 'tl': 'fp', 'avk': 'fn'}",0.25,0.5,0.3333333333333333
1136,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 2, 'splitter': 'best'}",5,4,14,1,"{'eo': 'fn', 'nl': 'fp', 'af': 'fp', 'tl': 'fp', 'es': 'fp'}",0.5555555555555556,0.8333333333333334,0.6666666666666667
1137,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 2, 'splitter': 'random'}",4,3,15,2,"{'eo': 'fn', 'vi': 'fp', 'tl': 'fp', 'es': 'fp', 'avk': 'fn'}",0.5714285714285714,0.6666666666666666,0.6153846153846153
1138,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 5, 'splitter': 'best'}",5,4,14,1,"{'eo': 'fn', 'nl': 'fp', 'af': 'fp', 'tl': 'fp', 'es': 'fp'}",0.5555555555555556,0.8333333333333334,0.6666666666666667
1139,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 5, 'splitter': 'random'}",4,3,15,2,"{'eo': 'fn', 'vi': 'fp', 'tl': 'fp', 'es': 'fp', 'avk': 'fn'}",0.5714285714285714,0.6666666666666666,0.6153846153846153
1140,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 7, 'splitter': 'best'}",5,4,14,1,"{'eo': 'fn', 'nl': 'fp', 'af': 'fp', 'tl': 'fp', 'es': 'fp'}",0.5555555555555556,0.8333333333333334,0.6666666666666667
1141,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 7, 'splitter': 'random'}",4,3,15,2,"{'eo': 'fn', 'vi': 'fp', 'tl': 'fp', 'es': 'fp', 'avk': 'fn'}",0.5714285714285714,0.6666666666666666,0.6153846153846153
1142,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 10, 'splitter': 'best'}",5,4,14,1,"{'eo': 'fn', 'nl': 'fp', 'af': 'fp', 'tl': 'fp', 'es': 'fp'}",0.5555555555555556,0.8333333333333334,0.6666666666666667
1143,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 10, 'splitter': 'random'}",4,3,15,2,"{'eo': 'fn', 'vi': 'fp', 'tl': 'fp', 'es': 'fp', 'avk': 'fn'}",0.5714285714285714,0.6666666666666666,0.6153846153846153
1144,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 2, 'splitter': 'best'}",5,4,14,1,"{'eo': 'fn', 'nl': 'fp', 'af': 'fp', 'tl': 'fp', 'es': 'fp'}",0.5555555555555556,0.8333333333333334,0.6666666666666667
1145,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 2, 'splitter': 'random'}",5,3,15,1,"{'eo': 'fn', 'vi': 'fp', 'tl': 'fp', 'es': 'fp'}",0.625,0.8333333333333334,0.7142857142857143
1146,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 5, 'splitter': 'best'}",5,4,14,1,"{'eo': 'fn', 'nl': 'fp', 'af': 'fp', 'tl': 'fp', 'es': 'fp'}",0.5555555555555556,0.8333333333333334,0.6666666666666667
1147,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 5, 'splitter': 'random'}",5,3,15,1,"{'eo': 'fn', 'vi': 'fp', 'tl': 'fp', 'es': 'fp'}",0.625,0.8333333333333334,0.7142857142857143
1148,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 7, 'splitter': 'best'}",5,4,14,1,"{'eo': 'fn', 'nl': 'fp', 'af': 'fp', 'tl': 'fp', 'es': 'fp'}",0.5555555555555556,0.8333333333333334,0.6666666666666667
1149,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 7, 'splitter': 'random'}",5,3,15,1,"{'eo': 'fn', 'vi': 'fp', 'tl': 'fp', 'es': 'fp'}",0.625,0.8333333333333334,0.7142857142857143
1150,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 10, 'splitter': 'best'}",5,4,14,1,"{'eo': 'fn', 'nl': 'fp', 'af': 'fp', 'tl': 'fp', 'es': 'fp'}",0.5555555555555556,0.8333333333333334,0.6666666666666667
1151,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 10, 'splitter': 'random'}",5,3,15,1,"{'eo': 'fn', 'vi': 'fp', 'tl': 'fp', 'es': 'fp'}",0.625,0.8333333333333334,0.7142857142857143
1152,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 2, 'splitter': 'best'}",5,4,14,1,"{'eo': 'fn', 'nl': 'fp', 'af': 'fp', 'tl': 'fp', 'es': 'fp'}",0.5555555555555556,0.8333333333333334,0.6666666666666667
1153,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 2, 'splitter': 'random'}",6,12,6,0,"{'nl': 'fp', 'is': 'fp', 'fr': 'fp', 'af': 'fp', 'vi': 'fp', 'oc': 'fp', 'en': 'fp', 'sv': 'fp', 'da': 'fp', 'id': 'fp', 'tl': 'fp', 'es': 'fp'}",0.3333333333333333,1.0,0.5
1154,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 5, 'splitter': 'best'}",5,4,14,1,"{'eo': 'fn', 'nl': 'fp', 'af': 'fp', 'tl': 'fp', 'es': 'fp'}",0.5555555555555556,0.8333333333333334,0.6666666666666667
1155,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 5, 'splitter': 'random'}",6,12,6,0,"{'nl': 'fp', 'is': 'fp', 'fr': 'fp', 'af': 'fp', 'vi': 'fp', 'oc': 'fp', 'en': 'fp', 'sv': 'fp', 'da': 'fp', 'id': 'fp', 'tl': 'fp', 'es': 'fp'}",0.3333333333333333,1.0,0.5
1156,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 7, 'splitter': 'best'}",5,4,14,1,"{'eo': 'fn', 'nl': 'fp', 'af': 'fp', 'tl': 'fp', 'es': 'fp'}",0.5555555555555556,0.8333333333333334,0.6666666666666667
1157,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 7, 'splitter': 'random'}",6,12,6,0,"{'nl': 'fp', 'is': 'fp', 'fr': 'fp', 'af': 'fp', 'vi': 'fp', 'oc': 'fp', 'en': 'fp', 'sv': 'fp', 'da': 'fp', 'id': 'fp', 'tl': 'fp', 'es': 'fp'}",0.3333333333333333,1.0,0.5
1158,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 10, 'splitter': 'best'}",5,4,14,1,"{'eo': 'fn', 'nl': 'fp', 'af': 'fp', 'tl': 'fp', 'es': 'fp'}",0.5555555555555556,0.8333333333333334,0.6666666666666667
1159,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 10, 'splitter': 'random'}",6,12,6,0,"{'nl': 'fp', 'is': 'fp', 'fr': 'fp', 'af': 'fp', 'vi': 'fp', 'oc': 'fp', 'en': 'fp', 'sv': 'fp', 'da': 'fp', 'id': 'fp', 'tl': 'fp', 'es': 'fp'}",0.3333333333333333,1.0,0.5
1160,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'splitter': 'best'}",2,4,14,4,"{'eo': 'fn', 'nl': 'fp', 'af': 'fp', 'ia': 'fn', 'lfn': 'fn', 'tl': 'fp', 'es': 'fp', 'avk': 'fn'}",0.3333333333333333,0.3333333333333333,0.3333333333333333
1161,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'splitter': 'random'}",3,9,9,3,"{'eo': 'fn', 'nl': 'fp', 'fr': 'fp', 'af': 'fp', 'vi': 'fp', 'oc': 'fp', 'en': 'fp', 'ia': 'fn', 'da': 'fp', 'id': 'fp', 'tl': 'fp', 'avk': 'fn'}",0.25,0.5,0.3333333333333333
1162,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 5, 'splitter': 'best'}",3,3,15,3,"{'eo': 'fn', 'af': 'fp', 'ia': 'fn', 'tl': 'fp', 'es': 'fp', 'avk': 'fn'}",0.5,0.5,0.5
1163,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 5, 'splitter': 'random'}",3,9,9,3,"{'eo': 'fn', 'nl': 'fp', 'fr': 'fp', 'af': 'fp', 'vi': 'fp', 'oc': 'fp', 'en': 'fp', 'ia': 'fn', 'da': 'fp', 'id': 'fp', 'tl': 'fp', 'avk': 'fn'}",0.25,0.5,0.3333333333333333
1164,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 7, 'splitter': 'best'}",5,4,14,1,"{'eo': 'fn', 'nl': 'fp', 'af': 'fp', 'tl': 'fp', 'es': 'fp'}",0.5555555555555556,0.8333333333333334,0.6666666666666667
1165,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 7, 'splitter': 'random'}",3,9,9,3,"{'eo': 'fn', 'nl': 'fp', 'fr': 'fp', 'af': 'fp', 'vi': 'fp', 'oc': 'fp', 'en': 'fp', 'ia': 'fn', 'da': 'fp', 'id': 'fp', 'tl': 'fp', 'avk': 'fn'}",0.25,0.5,0.3333333333333333
1166,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 10, 'splitter': 'best'}",5,4,14,1,"{'eo': 'fn', 'nl': 'fp', 'af': 'fp', 'tl': 'fp', 'es': 'fp'}",0.5555555555555556,0.8333333333333334,0.6666666666666667
1167,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 10, 'splitter': 'random'}",3,9,9,3,"{'eo': 'fn', 'nl': 'fp', 'fr': 'fp', 'af': 'fp', 'vi': 'fp', 'oc': 'fp', 'en': 'fp', 'ia': 'fn', 'da': 'fp', 'id': 'fp', 'tl': 'fp', 'avk': 'fn'}",0.25,0.5,0.3333333333333333
1168,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'splitter': 'best'}",2,4,14,4,"{'eo': 'fn', 'nl': 'fp', 'af': 'fp', 'ia': 'fn', 'lfn': 'fn', 'tl': 'fp', 'es': 'fp', 'avk': 'fn'}",0.3333333333333333,0.3333333333333333,0.3333333333333333
1169,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'splitter': 'random'}",3,9,9,3,"{'eo': 'fn', 'nl': 'fp', 'fr': 'fp', 'af': 'fp', 'vi': 'fp', 'oc': 'fp', 'en': 'fp', 'ia': 'fn', 'da': 'fp', 'id': 'fp', 'tl': 'fp', 'avk': 'fn'}",0.25,0.5,0.3333333333333333
1170,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'splitter': 'best'}",3,4,14,3,"{'eo': 'fn', 'nl': 'fp', 'af': 'fp', 'ia': 'fn', 'tl': 'fp', 'es': 'fp', 'avk': 'fn'}",0.42857142857142855,0.5,0.4615384615384615
1171,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'splitter': 'random'}",3,9,9,3,"{'eo': 'fn', 'nl': 'fp', 'fr': 'fp', 'af': 'fp', 'vi': 'fp', 'oc': 'fp', 'en': 'fp', 'ia': 'fn', 'da': 'fp', 'id': 'fp', 'tl': 'fp', 'avk': 'fn'}",0.25,0.5,0.3333333333333333
1172,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 7, 'splitter': 'best'}",5,4,14,1,"{'eo': 'fn', 'nl': 'fp', 'af': 'fp', 'tl': 'fp', 'es': 'fp'}",0.5555555555555556,0.8333333333333334,0.6666666666666667
1173,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 7, 'splitter': 'random'}",3,9,9,3,"{'eo': 'fn', 'nl': 'fp', 'fr': 'fp', 'af': 'fp', 'vi': 'fp', 'oc': 'fp', 'en': 'fp', 'ia': 'fn', 'da': 'fp', 'id': 'fp', 'tl': 'fp', 'avk': 'fn'}",0.25,0.5,0.3333333333333333
1174,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 10, 'splitter': 'best'}",5,4,14,1,"{'eo': 'fn', 'nl': 'fp', 'af': 'fp', 'tl': 'fp', 'es': 'fp'}",0.5555555555555556,0.8333333333333334,0.6666666666666667
1175,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 10, 'splitter': 'random'}",3,9,9,3,"{'eo': 'fn', 'nl': 'fp', 'fr': 'fp', 'af': 'fp', 'vi': 'fp', 'oc': 'fp', 'en': 'fp', 'ia': 'fn', 'da': 'fp', 'id': 'fp', 'tl': 'fp', 'avk': 'fn'}",0.25,0.5,0.3333333333333333
1176,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'log2', 'min_samples_leaf': 3, 'min_samples_split': 2, 'splitter': 'best'}",5,4,14,1,"{'eo': 'fn', 'nl': 'fp', 'af': 'fp', 'tl': 'fp', 'es': 'fp'}",0.5555555555555556,0.8333333333333334,0.6666666666666667
1177,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'log2', 'min_samples_leaf': 3, 'min_samples_split': 2, 'splitter': 'random'}",4,3,15,2,"{'eo': 'fn', 'vi': 'fp', 'tl': 'fp', 'es': 'fp', 'avk': 'fn'}",0.5714285714285714,0.6666666666666666,0.6153846153846153
1178,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'log2', 'min_samples_leaf': 3, 'min_samples_split': 5, 'splitter': 'best'}",5,4,14,1,"{'eo': 'fn', 'nl': 'fp', 'af': 'fp', 'tl': 'fp', 'es': 'fp'}",0.5555555555555556,0.8333333333333334,0.6666666666666667
1179,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'log2', 'min_samples_leaf': 3, 'min_samples_split': 5, 'splitter': 'random'}",4,3,15,2,"{'eo': 'fn', 'vi': 'fp', 'tl': 'fp', 'es': 'fp', 'avk': 'fn'}",0.5714285714285714,0.6666666666666666,0.6153846153846153
1180,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'log2', 'min_samples_leaf': 3, 'min_samples_split': 7, 'splitter': 'best'}",5,4,14,1,"{'eo': 'fn', 'nl': 'fp', 'af': 'fp', 'tl': 'fp', 'es': 'fp'}",0.5555555555555556,0.8333333333333334,0.6666666666666667
1181,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'log2', 'min_samples_leaf': 3, 'min_samples_split': 7, 'splitter': 'random'}",4,3,15,2,"{'eo': 'fn', 'vi': 'fp', 'tl': 'fp', 'es': 'fp', 'avk': 'fn'}",0.5714285714285714,0.6666666666666666,0.6153846153846153
1182,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'log2', 'min_samples_leaf': 3, 'min_samples_split': 10, 'splitter': 'best'}",5,4,14,1,"{'eo': 'fn', 'nl': 'fp', 'af': 'fp', 'tl': 'fp', 'es': 'fp'}",0.5555555555555556,0.8333333333333334,0.6666666666666667
1183,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'log2', 'min_samples_leaf': 3, 'min_samples_split': 10, 'splitter': 'random'}",4,3,15,2,"{'eo': 'fn', 'vi': 'fp', 'tl': 'fp', 'es': 'fp', 'avk': 'fn'}",0.5714285714285714,0.6666666666666666,0.6153846153846153
1184,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 2, 'splitter': 'best'}",5,4,14,1,"{'eo': 'fn', 'nl': 'fp', 'af': 'fp', 'tl': 'fp', 'es': 'fp'}",0.5555555555555556,0.8333333333333334,0.6666666666666667
1185,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 2, 'splitter': 'random'}",5,3,15,1,"{'eo': 'fn', 'vi': 'fp', 'tl': 'fp', 'es': 'fp'}",0.625,0.8333333333333334,0.7142857142857143
1186,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 5, 'splitter': 'best'}",5,4,14,1,"{'eo': 'fn', 'nl': 'fp', 'af': 'fp', 'tl': 'fp', 'es': 'fp'}",0.5555555555555556,0.8333333333333334,0.6666666666666667
1187,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 5, 'splitter': 'random'}",5,3,15,1,"{'eo': 'fn', 'vi': 'fp', 'tl': 'fp', 'es': 'fp'}",0.625,0.8333333333333334,0.7142857142857143
1188,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 7, 'splitter': 'best'}",5,4,14,1,"{'eo': 'fn', 'nl': 'fp', 'af': 'fp', 'tl': 'fp', 'es': 'fp'}",0.5555555555555556,0.8333333333333334,0.6666666666666667
1189,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 7, 'splitter': 'random'}",5,3,15,1,"{'eo': 'fn', 'vi': 'fp', 'tl': 'fp', 'es': 'fp'}",0.625,0.8333333333333334,0.7142857142857143
1190,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 10, 'splitter': 'best'}",5,4,14,1,"{'eo': 'fn', 'nl': 'fp', 'af': 'fp', 'tl': 'fp', 'es': 'fp'}",0.5555555555555556,0.8333333333333334,0.6666666666666667
1191,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 10, 'splitter': 'random'}",5,3,15,1,"{'eo': 'fn', 'vi': 'fp', 'tl': 'fp', 'es': 'fp'}",0.625,0.8333333333333334,0.7142857142857143
1192,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'log2', 'min_samples_leaf': 5, 'min_samples_split': 2, 'splitter': 'best'}",5,4,14,1,"{'eo': 'fn', 'nl': 'fp', 'af': 'fp', 'tl': 'fp', 'es': 'fp'}",0.5555555555555556,0.8333333333333334,0.6666666666666667
1193,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'log2', 'min_samples_leaf': 5, 'min_samples_split': 2, 'splitter': 'random'}",6,12,6,0,"{'nl': 'fp', 'is': 'fp', 'fr': 'fp', 'af': 'fp', 'vi': 'fp', 'oc': 'fp', 'en': 'fp', 'sv': 'fp', 'da': 'fp', 'id': 'fp', 'tl': 'fp', 'es': 'fp'}",0.3333333333333333,1.0,0.5
1194,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'log2', 'min_samples_leaf': 5, 'min_samples_split': 5, 'splitter': 'best'}",5,4,14,1,"{'eo': 'fn', 'nl': 'fp', 'af': 'fp', 'tl': 'fp', 'es': 'fp'}",0.5555555555555556,0.8333333333333334,0.6666666666666667
1195,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'log2', 'min_samples_leaf': 5, 'min_samples_split': 5, 'splitter': 'random'}",6,12,6,0,"{'nl': 'fp', 'is': 'fp', 'fr': 'fp', 'af': 'fp', 'vi': 'fp', 'oc': 'fp', 'en': 'fp', 'sv': 'fp', 'da': 'fp', 'id': 'fp', 'tl': 'fp', 'es': 'fp'}",0.3333333333333333,1.0,0.5
1196,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'log2', 'min_samples_leaf': 5, 'min_samples_split': 7, 'splitter': 'best'}",5,4,14,1,"{'eo': 'fn', 'nl': 'fp', 'af': 'fp', 'tl': 'fp', 'es': 'fp'}",0.5555555555555556,0.8333333333333334,0.6666666666666667
1197,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'log2', 'min_samples_leaf': 5, 'min_samples_split': 7, 'splitter': 'random'}",6,12,6,0,"{'nl': 'fp', 'is': 'fp', 'fr': 'fp', 'af': 'fp', 'vi': 'fp', 'oc': 'fp', 'en': 'fp', 'sv': 'fp', 'da': 'fp', 'id': 'fp', 'tl': 'fp', 'es': 'fp'}",0.3333333333333333,1.0,0.5
1198,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'log2', 'min_samples_leaf': 5, 'min_samples_split': 10, 'splitter': 'best'}",5,4,14,1,"{'eo': 'fn', 'nl': 'fp', 'af': 'fp', 'tl': 'fp', 'es': 'fp'}",0.5555555555555556,0.8333333333333334,0.6666666666666667
1199,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'log2', 'min_samples_leaf': 5, 'min_samples_split': 10, 'splitter': 'random'}",6,12,6,0,"{'nl': 'fp', 'is': 'fp', 'fr': 'fp', 'af': 'fp', 'vi': 'fp', 'oc': 'fp', 'en': 'fp', 'sv': 'fp', 'da': 'fp', 'id': 'fp', 'tl': 'fp', 'es': 'fp'}",0.3333333333333333,1.0,0.5
